,date,ticker,mfp,sector,industry,scalemarketcap,qMO,qValue,qQuality,qLV,qSentiment,qGrowth
6037,2019-07-31,AR,qValue,Energy,Oil & Gas E&P,5 - Large,0.07493540051679587,0.9974651457541192,0.5558441558441558,0.003861003861003861,0.8971141781681304,0.81640625
6038,2019-07-31,GM,qValue,Consumer Cyclical,Auto Manufacturers,5 - Large,0.710594315245478,0.9961977186311787,0.4831168831168831,0.43114543114543114,0.644918444165621,0.06770833333333333
6039,2019-07-31,CNX,qValue,Energy,Oil & Gas E&P,5 - Large,0.1124031007751938,0.9949302915082383,0.561038961038961,0.005148005148005148,0.8958594730238394,0.7708333333333334
6040,2019-07-31,KR,qValue,Consumer Defensive,Grocery Stores,5 - Large,0.023255813953488372,0.9936628643852978,0.6246753246753247,0.592020592020592,0.9322459222082811,0.2552083333333333
6041,2019-07-31,PAA,qValue,Energy,Oil & Gas Midstream,5 - Large,0.6472868217054264,0.9923954372623575,0.0,0.6821106821106822,0.9535759096612296,0.9765625
6042,2019-07-31,PAA,qSentiment,Energy,Oil & Gas Midstream,5 - Large,0.6472868217054264,0.9923954372623575,0.0,0.6821106821106822,0.9535759096612296,0.9765625
6043,2019-07-31,PAA,qGrowth,Energy,Oil & Gas Midstream,5 - Large,0.6472868217054264,0.9923954372623575,0.0,0.6821106821106822,0.9535759096612296,0.9765625
6044,2019-07-31,UAL,qValue,Industrials,Airlines,5 - Large,0.8462532299741602,0.991128010139417,0.6948051948051948,0.749034749034749,0.35257214554579674,0.8463541666666666
6045,2019-07-31,FCX,qValue,Basic Materials,Copper,5 - Large,0.268733850129199,0.9898605830164765,0.43506493506493504,0.10038610038610038,0.9598494353826851,0.07161458333333333
6046,2019-07-31,FCX,qSentiment,Basic Materials,Copper,5 - Large,0.268733850129199,0.9898605830164765,0.43506493506493504,0.10038610038610038,0.9598494353826851,0.07161458333333333
6047,2019-07-31,GPS,qValue,Consumer Cyclical,Apparel Retail,5 - Large,0.09302325581395349,0.9885931558935361,0.7103896103896103,0.19498069498069498,0.8419071518193224,0.5794270833333334
6048,2019-07-31,LEA,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.1834625322997416,0.9873257287705957,0.7363636363636363,0.41827541827541825,0.23964868255959848,0.08203125
6049,2019-07-31,HFC,qValue,Energy,Oil & Gas Refining & Marketing,5 - Large,0.4069767441860465,0.9860583016476553,0.6584415584415585,0.24581724581724582,0.4981179422835633,0.6106770833333334
6050,2019-07-31,KSS,qValue,Consumer Cyclical,Department Stores,5 - Large,0.06330749354005168,0.9847908745247148,0.6883116883116883,0.2084942084942085,0.35633626097867,0.2526041666666667
6051,2019-07-31,WRK,qValue,Consumer Cyclical,Packaging & Containers,5 - Large,0.1821705426356589,0.9835234474017744,0.44545454545454544,0.5495495495495496,0.7164366373902133,0.5104166666666666
6052,2019-07-31,BLDR,qValue,Basic Materials,Building Products & Equipment,5 - Large,0.7428940568475452,0.982256020278834,0.7077922077922078,0.029601029601029602,0.9397741530740276,0.9010416666666666
6053,2019-07-31,BLDR,qSentiment,Basic Materials,Building Products & Equipment,5 - Large,0.7428940568475452,0.982256020278834,0.7077922077922078,0.029601029601029602,0.9397741530740276,0.9010416666666666
6054,2019-07-31,IMO,qValue,Energy,Oil & Gas Integrated,5 - Large,0.3875968992248062,0.9809885931558935,0.574025974025974,0.7567567567567568,0.8920953575909661,0.8997395833333334
6055,2019-07-31,PBI,qValue,Industrials,Business Equipment & Supplies,5 - Large,0.002583979328165375,0.9797211660329531,0.6,0.14543114543114544,0.9799247176913425,0.08463541666666667
6056,2019-07-31,PBI,qSentiment,Industrials,Business Equipment & Supplies,5 - Large,0.002583979328165375,0.9797211660329531,0.6,0.14543114543114544,0.9799247176913425,0.08463541666666667
6057,2019-07-31,STLD,qValue,Basic Materials,Steel,5 - Large,0.24031007751937986,0.9784537389100126,0.7545454545454545,0.47619047619047616,0.6022584692597239,0.9830729166666666
6058,2019-07-31,STLD,qGrowth,Basic Materials,Steel,5 - Large,0.24031007751937986,0.9784537389100126,0.7545454545454545,0.47619047619047616,0.6022584692597239,0.9830729166666666
6059,2019-07-31,AN,qValue,Consumer Cyclical,Auto & Truck Dealerships,5 - Large,0.8708010335917312,0.9771863117870723,0.43766233766233764,0.19176319176319176,0.22082810539523212,0.21223958333333334
6060,2019-07-31,FL,qValue,Consumer Cyclical,Footwear & Accessories,5 - Large,0.07751937984496124,0.9759188846641318,0.6688311688311688,0.14414414414414414,0.7540777917189461,0.4908854166666667
6061,2019-07-31,BBBY,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.00904392764857881,0.9746514575411914,0.13766233766233765,0.007722007722007722,0.7239648682559598,0.053385416666666664
6062,2019-07-31,GT,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.16279069767441862,0.973384030418251,0.3077922077922078,0.24324324324324326,0.8732747804265998,0.24479166666666666
6063,2019-07-31,ODP,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.06459948320413436,0.9721166032953105,0.4155844155844156,0.13256113256113256,0.7302383939774153,0.14973958333333334
6064,2019-07-31,GME,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.00516795865633075,0.9708491761723701,0.05454545454545454,0.02702702702702703,0.8456712672521958,0.10026041666666667
6065,2019-07-31,MPC,qValue,Energy,Oil & Gas Refining & Marketing,5 - Large,0.4625322997416021,0.9695817490494296,0.45714285714285713,0.37966537966537967,0.6675031367628608,0.3697916666666667
6066,2019-07-31,PHM,qValue,Consumer Cyclical,Residential Construction,5 - Large,0.3062015503875969,0.9683143219264893,0.0,0.510939510939511,0.6938519447929736,0.7122395833333334
6067,2019-07-31,SIG,qValue,Consumer Cyclical,Luxury Goods,5 - Large,0.04780361757105943,0.9670468948035488,0.19350649350649352,0.22136422136422138,0.8092848180677541,0.5872395833333334
6068,2019-07-31,DAL,qValue,Industrials,Airlines,5 - Large,0.900516795865633,0.9657794676806084,0.8220779220779221,0.43243243243243246,0.4579673776662484,0.70703125
6069,2019-07-31,PCG,qValue,Utilities,Utilities - Regulated Electric,5 - Large,0.04392764857881137,0.9645120405576679,0.08441558441558442,0.11325611325611326,0.4228356336260979,0.028645833333333332
6070,2019-07-31,M,qValue,Consumer Cyclical,Department Stores,5 - Large,0.28294573643410853,0.9632446134347274,0.5142857142857142,0.2754182754182754,0.8067754077791719,0.0625
6071,2019-07-31,IP,qValue,Consumer Cyclical,Packaging & Containers,5 - Large,0.29198966408268734,0.9619771863117871,0.6207792207792208,0.435006435006435,0.6235884567126726,0.68359375
6072,2019-07-31,OVV,qValue,Energy,Oil & Gas E&P,5 - Large,0.05167958656330749,0.9607097591888466,0.5051948051948052,0.18275418275418276,0.520702634880803,0.7760416666666666
6073,2019-07-31,WLK,qValue,Basic Materials,Specialty Chemicals,5 - Large,0.15762273901808785,0.9594423320659062,0.5935064935064935,0.45817245817245816,0.7515683814303639,0.10286458333333333
6074,2019-07-31,NUE,qValue,Basic Materials,Steel,5 - Large,0.3333333333333333,0.9581749049429658,0.7623376623376623,0.7117117117117117,0.7151819322459222,0.9895833333333334
6075,2019-07-31,NUE,qGrowth,Basic Materials,Steel,5 - Large,0.3333333333333333,0.9581749049429658,0.7623376623376623,0.7117117117117117,0.7151819322459222,0.9895833333333334
6076,2019-07-31,BWA,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.46382428940568476,0.9569074778200254,0.7389610389610389,0.1776061776061776,0.6072772898368883,0.5091145833333334
6077,2019-07-31,LYB,qValue,Basic Materials,Specialty Chemicals,5 - Large,0.14728682170542637,0.9556400506970849,0.7220779220779221,0.5456885456885456,0.5583437892095358,0.3450520833333333
6078,2019-07-31,LUMN,qValue,Communication Services,Telecom Services,5 - Large,0.13824289405684753,0.9543726235741445,0.22597402597402597,0.10424710424710425,0.9347553324968633,0.59765625
6079,2019-07-31,ET,qValue,Energy,Oil & Gas Midstream,5 - Large,0.41214470284237725,0.9531051964512041,0.0,0.3861003861003861,0.9611041405269761,0.4231770833333333
6080,2019-07-31,ET,qSentiment,Energy,Oil & Gas Midstream,5 - Large,0.41214470284237725,0.9531051964512041,0.0,0.3861003861003861,0.9611041405269761,0.4231770833333333
6081,2019-07-31,WBA,qValue,Consumer Defensive,Pharmaceutical Retailers,5 - Large,0.11886304909560723,0.9518377693282636,0.6090909090909091,0.7876447876447876,0.8644918444165621,0.5078125
6082,2019-07-31,HOG,qValue,Consumer Cyclical,Recreational Vehicles,5 - Large,0.33204134366925064,0.9505703422053232,0.7038961038961039,0.3886743886743887,0.8406524466750314,0.23307291666666666
6083,2019-07-31,RRC,qValue,Energy,Oil & Gas E&P,5 - Large,0.0103359173126615,0.9493029150823827,0.13636363636363635,0.21235521235521235,0.877038895859473,0.3333333333333333
6084,2019-07-31,CAR,qValue,Industrials,Rental & Leasing Services,5 - Large,0.6395348837209303,0.9480354879594424,0.5636363636363636,0.03346203346203346,0.794228356336261,0.17838541666666666
6085,2019-07-31,F,qValue,Consumer Cyclical,Auto Manufacturers,5 - Large,0.5710594315245479,0.9467680608365019,0.4792207792207792,0.25611325611325614,0.9385194479297365,0.10677083333333333
6086,2019-07-31,F,qSentiment,Consumer Cyclical,Auto Manufacturers,5 - Large,0.5710594315245479,0.9467680608365019,0.4792207792207792,0.25611325611325614,0.9385194479297365,0.10677083333333333
6087,2019-07-31,DVN,qValue,Energy,Oil & Gas E&P,5 - Large,0.028423772609819122,0.9455006337135615,0.674025974025974,0.07464607464607464,0.616060225846926,0.018229166666666668
6088,2019-07-31,JWN,qValue,Consumer Cyclical,Department Stores,5 - Large,0.08010335917312661,0.944233206590621,0.7961038961038961,0.25868725868725867,0.6461731493099121,0.4544270833333333
6089,2019-07-31,COP,qValue,Energy,Oil & Gas E&P,5 - Large,0.24160206718346253,0.9429657794676806,0.9285714285714286,0.3359073359073359,0.7063989962358845,0.9518229166666666
6090,2019-07-31,COP,qGrowth,Energy,Oil & Gas E&P,5 - Large,0.24160206718346253,0.9429657794676806,0.9285714285714286,0.3359073359073359,0.7063989962358845,0.9518229166666666
6091,2019-07-31,PCAR,qValue,Industrials,Farm & Heavy Construction Machinery,5 - Large,0.599483204134367,0.9416983523447402,0.6025974025974026,0.8442728442728443,0.64366373902133,0.7265625
6092,2019-07-31,DKS,qValue,Consumer Cyclical,Specialty Retail,4 - Mid,0.6434108527131783,0.9401309635173059,0.8291015625,0.6545454545454545,0.4521178637200737,0.39597989949748746
6093,2019-07-31,AES,qValue,Utilities,Utilities - Diversified,5 - Large,0.5103359173126615,0.9391634980988594,0.5012987012987012,0.5366795366795367,0.972396486825596,0.234375
6094,2019-07-31,AES,qSentiment,Utilities,Utilities - Diversified,5 - Large,0.5103359173126615,0.9391634980988594,0.5012987012987012,0.5366795366795367,0.972396486825596,0.234375
6095,2019-08-31,SWN,qValue,Energy,Oil & Gas E&P,5 - Large,0.11757105943152454,1.0,0.543450064850843,0.21052631578947367,0.9887218045112782,0.7923177083333334
6096,2019-08-31,SWN,qSentiment,Energy,Oil & Gas E&P,5 - Large,0.11757105943152454,1.0,0.543450064850843,0.21052631578947367,0.9887218045112782,0.7923177083333334
6097,2019-08-31,X,qValue,Basic Materials,Steel,5 - Large,0.1227390180878553,0.9987341772151899,0.3540856031128405,0.30937098844672656,0.8245614035087719,0.8997395833333334
6098,2019-08-31,AR,qValue,Energy,Oil & Gas E&P,5 - Large,0.12144702842377261,0.9974683544303797,0.5460440985732814,0.0025673940949935813,0.9348370927318296,0.8359375
6099,2019-08-31,GM,qValue,Consumer Cyclical,Auto Manufacturers,5 - Large,0.42118863049095606,0.9962025316455696,0.4889753566796368,0.521181001283697,0.6065162907268171,0.06380208333333333
6100,2019-08-31,CNX,qValue,Energy,Oil & Gas E&P,5 - Large,0.14599483204134367,0.9949367088607595,0.5525291828793775,0.005134788189987163,0.943609022556391,0.7369791666666666
6101,2019-08-31,CNX,qSentiment,Energy,Oil & Gas E&P,5 - Large,0.14599483204134367,0.9949367088607595,0.5525291828793775,0.005134788189987163,0.943609022556391,0.7369791666666666
6102,2019-08-31,IMO,qValue,Energy,Oil & Gas Integrated,5 - Large,0.19638242894056848,0.9936708860759493,0.5201037613488976,0.7355584082156611,0.9210526315789473,0.8548177083333334
6103,2019-08-31,GPS,qValue,Consumer Cyclical,Apparel Retail,5 - Large,0.36046511627906974,0.9924050632911392,0.6900129701686122,0.13478818998716302,0.7518796992481203,0.2838541666666667
6104,2019-08-31,PAA,qValue,Energy,Oil & Gas Midstream,5 - Large,0.5633074935400517,0.9911392405063291,0.0,0.7381258023106547,0.9097744360902256,0.970703125
6105,2019-08-31,PAA,qGrowth,Energy,Oil & Gas Midstream,5 - Large,0.5633074935400517,0.9911392405063291,0.0,0.7381258023106547,0.9097744360902256,0.970703125
6106,2019-08-31,DVN,qValue,Energy,Oil & Gas E&P,5 - Large,0.23772609819121446,0.9898734177215189,0.8287937743190662,0.06546854942233633,0.6992481203007519,0.032552083333333336
6107,2019-08-31,UAL,qValue,Industrials,Airlines,5 - Large,0.3669250645994832,0.9886075949367089,0.695201037613489,0.7715019255455713,0.424812030075188,0.8776041666666666
6108,2019-08-31,LEA,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.059431524547803614,0.9873417721518988,0.7457846952010376,0.38767650834403083,0.14411027568922308,0.09505208333333333
6109,2019-08-31,HFC,qValue,Energy,Oil & Gas Refining & Marketing,5 - Large,0.3772609819121447,0.9860759493670886,0.7639429312581063,0.24646983311938384,0.3258145363408521,0.7096354166666666
6110,2019-08-31,CAH,qValue,Healthcare,Medical Distribution,5 - Large,0.3682170542635659,0.9848101265822785,0.8067444876783398,0.3055198973042362,0.6904761904761905,0.7708333333333334
6111,2019-08-31,OVV,qValue,Energy,Oil & Gas E&P,5 - Large,0.10465116279069768,0.9835443037974684,0.642023346303502,0.1925545571245186,0.893483709273183,0.96484375
6112,2019-08-31,OVV,qGrowth,Energy,Oil & Gas E&P,5 - Large,0.10465116279069768,0.9835443037974684,0.642023346303502,0.1925545571245186,0.893483709273183,0.96484375
6113,2019-08-31,KSS,qValue,Consumer Cyclical,Department Stores,5 - Large,0.04392764857881137,0.9822784810126582,0.6913099870298314,0.1399229781771502,0.38972431077694236,0.2760416666666667
6114,2019-08-31,STLD,qValue,Basic Materials,Steel,5 - Large,0.08397932816537468,0.9810126582278481,0.7833981841763943,0.4762516046213094,0.7080200501253133,0.875
6115,2019-08-31,FL,qValue,Consumer Cyclical,Footwear & Accessories,5 - Large,0.10594315245478036,0.979746835443038,0.6731517509727627,0.06803594351732992,0.3922305764411027,0.5143229166666666
6116,2019-08-31,KR,qValue,Consumer Defensive,Grocery Stores,5 - Large,0.42506459948320413,0.9784810126582278,0.6186770428015564,0.5224646983311938,0.8734335839598998,0.2890625
6117,2019-08-31,WRK,qValue,Consumer Cyclical,Packaging & Containers,5 - Large,0.09043927648578812,0.9772151898734177,0.43320363164721143,0.5378690629011553,0.7042606516290727,0.4583333333333333
6118,2019-08-31,M,qValue,Consumer Cyclical,Department Stores,5 - Large,0.11498708010335917,0.9759493670886076,0.5603112840466926,0.22593068035943517,0.3458646616541353,0.07291666666666667
6119,2019-08-31,URI,qValue,Industrials,Rental & Leasing Services,5 - Large,0.00904392764857881,0.9746835443037974,0.7509727626459144,0.3940949935815148,0.16541353383458646,0.6588541666666666
6120,2019-08-31,AN,qValue,Consumer Cyclical,Auto & Truck Dealerships,5 - Large,0.7093023255813954,0.9734177215189873,0.4383916990920882,0.21437740693196405,0.8696741854636592,0.23567708333333334
6121,2019-08-31,BLDR,qValue,Basic Materials,Building Products & Equipment,5 - Large,0.8811369509043928,0.9721518987341772,0.8158236057068742,0.03465982028241335,0.9360902255639098,0.8483072916666666
6122,2019-08-31,PBI,qValue,Industrials,Business Equipment & Supplies,5 - Large,0.330749354005168,0.970886075949367,0.5214007782101168,0.1258023106546855,0.9724310776942355,0.08984375
6123,2019-08-31,PBI,qSentiment,Industrials,Business Equipment & Supplies,5 - Large,0.330749354005168,0.970886075949367,0.5214007782101168,0.1258023106546855,0.9724310776942355,0.08984375
6124,2019-08-31,SIG,qValue,Consumer Cyclical,Luxury Goods,5 - Large,0.12015503875968993,0.9696202531645569,0.1880674448767834,0.20410783055198972,0.48746867167919794,0.6080729166666666
6125,2019-08-31,LYB,qValue,Basic Materials,Specialty Chemicals,5 - Large,0.1020671834625323,0.9683544303797469,0.6939040207522698,0.4249037227214377,0.3558897243107769,0.291015625
6126,2019-08-31,CAR,qValue,Industrials,Rental & Leasing Services,5 - Large,0.12532299741602068,0.9670886075949368,0.5901426718547341,0.043645699614890884,0.2192982456140351,0.13932291666666666
6127,2019-08-31,BBBY,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.08785529715762273,0.9658227848101266,0.13878080415045396,0.0038510911424903724,0.8646616541353384,0.061197916666666664
6128,2019-08-31,MPC,qValue,Energy,Oil & Gas Refining & Marketing,5 - Large,0.21059431524547803,0.9645569620253165,0.4578469520103761,0.3453145057766367,0.40977443609022557,0.23046875
6129,2019-08-31,XEC,qValue,Energy,Oil & Gas E&P,5 - Large,0.050387596899224806,0.9632911392405064,0.8326848249027238,0.39666238767650835,0.3571428571428571,0.4348958333333333
6130,2019-08-31,GME,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.04263565891472868,0.9620253164556962,0.058365758754863814,0.03080872913992298,0.9711779448621554,0.11067708333333333
6131,2019-08-31,GME,qSentiment,Consumer Cyclical,Specialty Retail,5 - Large,0.04263565891472868,0.9620253164556962,0.058365758754863814,0.03080872913992298,0.9711779448621554,0.11067708333333333
6132,2019-08-31,BWA,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.05813953488372093,0.9607594936708861,0.7522697795071336,0.16302952503209242,0.5827067669172932,0.5494791666666666
6133,2019-08-31,IP,qValue,Consumer Cyclical,Packaging & Containers,5 - Large,0.16666666666666666,0.959493670886076,0.6160830090791181,0.49165596919127086,0.6403508771929824,0.6796875
6134,2019-08-31,ET,qValue,Energy,Oil & Gas Midstream,5 - Large,0.375968992248062,0.9582278481012658,0.0,0.3478818998716303,0.9636591478696742,0.4322916666666667
6135,2019-08-31,ET,qSentiment,Energy,Oil & Gas Midstream,5 - Large,0.375968992248062,0.9582278481012658,0.0,0.3478818998716303,0.9636591478696742,0.4322916666666667
6136,2019-08-31,PCG,qValue,Utilities,Utilities - Regulated Electric,5 - Large,0.1343669250645995,0.9569620253164557,0.06355382619974059,0.11424903722721438,0.25187969924812026,0.015625
6137,2019-08-31,GT,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.08914728682170543,0.9556962025316456,0.31906614785992216,0.2233632862644416,0.9047619047619048,0.24869791666666666
6138,2019-08-31,PVH,qValue,Consumer Cyclical,Apparel Manufacturing,5 - Large,0.01808785529715762,0.9544303797468354,0.4915693904020752,0.30038510911424904,0.23057644110275688,0.69140625
6139,2019-08-31,FCX,qValue,Basic Materials,Copper,5 - Large,0.027131782945736434,0.9531645569620253,0.3424124513618677,0.10654685494223363,0.9110275689223057,0.01953125
6140,2019-08-31,DAL,qValue,Industrials,Airlines,5 - Large,0.4728682170542636,0.9518987341772152,0.8300907911802854,0.43517329910141206,0.6716791979949874,0.734375
6141,2019-08-31,NUE,qValue,Basic Materials,Steel,5 - Large,0.07751937984496124,0.950632911392405,0.74189364461738,0.6611039794608472,0.5137844611528822,0.9440104166666666
6142,2019-08-31,NUE,qGrowth,Basic Materials,Steel,5 - Large,0.07751937984496124,0.950632911392405,0.74189364461738,0.6611039794608472,0.5137844611528822,0.9440104166666666
6143,2019-08-31,EMN,qValue,Basic Materials,Chemicals,5 - Large,0.03617571059431524,0.9493670886075949,0.5538261997405967,0.38254172015404364,0.3734335839598998,0.12890625
6144,2019-08-31,LUMN,qValue,Communication Services,Telecom Services,5 - Large,0.24935400516795866,0.9481012658227848,0.23605706874189364,0.11296534017971759,0.9523809523809523,0.3359375
6145,2019-08-31,LUMN,qSentiment,Communication Services,Telecom Services,5 - Large,0.24935400516795866,0.9481012658227848,0.23605706874189364,0.11296534017971759,0.9523809523809523,0.3359375
6146,2019-08-31,HOG,qValue,Consumer Cyclical,Recreational Vehicles,5 - Large,0.06589147286821706,0.9468354430379747,0.6536964980544747,0.31322207958921694,0.6328320802005012,0.17903645833333334
6147,2019-08-31,WBA,qValue,Consumer Defensive,Pharmaceutical Retailers,5 - Large,0.040051679586563305,0.9455696202531646,0.6134889753566797,0.7419768934531451,0.6278195488721805,0.5559895833333334
6148,2019-08-31,PCAR,qValue,Industrials,Farm & Heavy Construction Machinery,5 - Large,0.2997416020671835,0.9443037974683545,0.6212710765239948,0.8254172015404364,0.6729323308270676,0.7317708333333334
6149,2019-08-31,IPG,qValue,Consumer Cyclical,Advertising Agencies,5 - Large,0.29457364341085274,0.9430379746835443,0.6329442282749675,0.6123234916559692,0.8621553884711779,0.8854166666666666
6150,2019-08-31,PHM,qValue,Consumer Cyclical,Residential Construction,5 - Large,0.8565891472868217,0.9417721518987342,0.0,0.6392811296534018,0.7756892230576441,0.75390625
6151,2019-08-31,JWN,qValue,Consumer Cyclical,Department Stores,5 - Large,0.15633074935400518,0.9405063291139241,0.7989623865110247,0.13093709884467267,0.46115288220551376,0.4869791666666667
6152,2019-08-31,NBR,qValue,Energy,Oil & Gas Drilling,5 - Large,0.025839793281653745,0.9392405063291139,0.12062256809338522,0.09114249037227215,0.020050125313283207,0.6197916666666666
6153,2019-08-31,ODP,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.14857881136950904,0.9379746835443038,0.38910505836575876,0.1245186136071887,0.48245614035087714,0.08072916666666667
6154,2019-09-30,SWN,qValue,Energy,Oil & Gas E&P,5 - Large,0.10838709677419354,1.0,0.5446313065976714,0.20512820512820512,0.9824561403508771,0.7864583333333334
6155,2019-09-30,SWN,qSentiment,Energy,Oil & Gas E&P,5 - Large,0.10838709677419354,1.0,0.5446313065976714,0.20512820512820512,0.9824561403508771,0.7864583333333334
6156,2019-09-30,X,qValue,Basic Materials,Steel,5 - Large,0.003870967741935484,0.9987373737373737,0.35446313065976714,0.2987179487179487,0.7832080200501254,0.8971354166666666
6157,2019-09-30,AR,qValue,Energy,Oil & Gas E&P,5 - Large,0.02064516129032258,0.9974747474747475,0.5485122897800776,0.001282051282051282,0.9598997493734336,0.8372395833333334
6158,2019-09-30,AR,qSentiment,Energy,Oil & Gas E&P,5 - Large,0.02064516129032258,0.9974747474747475,0.5485122897800776,0.001282051282051282,0.9598997493734336,0.8372395833333334
6159,2019-09-30,CNX,qValue,Energy,Oil & Gas E&P,5 - Large,0.18064516129032257,0.9962121212121212,0.5523932729624839,0.0038461538461538464,0.9072681704260652,0.7330729166666666
6160,2019-09-30,GM,qValue,Consumer Cyclical,Auto Manufacturers,5 - Large,0.3574193548387097,0.9949494949494949,0.49547218628719275,0.5371794871794872,0.7769423558897244,0.059895833333333336
6161,2019-09-30,PAA,qValue,Energy,Oil & Gas Midstream,5 - Large,0.41161290322580646,0.9936868686868687,0.0,0.7692307692307693,0.9573934837092732,0.9713541666666666
6162,2019-09-30,PAA,qSentiment,Energy,Oil & Gas Midstream,5 - Large,0.41161290322580646,0.9936868686868687,0.0,0.7692307692307693,0.9573934837092732,0.9713541666666666
6163,2019-09-30,PAA,qGrowth,Energy,Oil & Gas Midstream,5 - Large,0.41161290322580646,0.9936868686868687,0.0,0.7692307692307693,0.9573934837092732,0.9713541666666666
6164,2019-09-30,IMO,qValue,Energy,Oil & Gas Integrated,5 - Large,0.34838709677419355,0.9924242424242424,0.5252263906856404,0.7653846153846153,0.7506265664160401,0.8515625
6165,2019-09-30,M,qValue,Consumer Cyclical,Department Stores,5 - Large,0.014193548387096775,0.9911616161616161,0.5640362225097024,0.2076923076923077,0.768170426065163,0.06901041666666667
6166,2019-09-30,GPS,qValue,Consumer Cyclical,Apparel Retail,5 - Large,0.05032258064516129,0.98989898989899,0.6946959896507116,0.1141025641025641,0.7343358395989975,0.2890625
6167,2019-09-30,UAL,qValue,Industrials,Airlines,5 - Large,0.13419354838709677,0.9886363636363636,0.6959896507115135,0.7858974358974359,0.4348370927318296,0.8723958333333334
6168,2019-09-30,LEA,qValue,Consumer Cyclical,Auto Parts,5 - Large,0.12645161290322582,0.9873737373737373,0.7451487710219923,0.3435897435897436,0.15914786967418548,0.09505208333333333
6169,2019-09-30,DVN,qValue,Energy,Oil & Gas E&P,5 - Large,0.23225806451612904,0.9861111111111112,0.8344113842173351,0.05897435897435897,0.5877192982456141,0.028645833333333332
6170,2019-09-30,OVV,qValue,Energy,Oil & Gas E&P,5 - Large,0.24387096774193548,0.9848484848484849,0.6429495472186287,0.16794871794871793,0.6177944862155389,0.96484375
6171,2019-09-30,OVV,qGrowth,Energy,Oil & Gas E&P,5 - Large,0.24387096774193548,0.9848484848484849,0.6429495472186287,0.16794871794871793,0.6177944862155389,0.96484375
6172,2019-09-30,CAH,qValue,Healthcare,Medical Distribution,5 - Large,0.3832258064516129,0.9835858585858586,0.8059508408796895,0.2743589743589744,0.5037593984962406,0.765625
6173,2019-09-30,STLD,qValue,Basic Materials,Steel,5 - Large,0.18580645161290324,0.9823232323232324,0.7865459249676585,0.47435897435897434,0.5413533834586466,0.875
6174,2019-09-30,HFC,qValue,Energy,Oil & Gas Refining & Marketing,5 - Large,0.6296774193548387,0.9810606060606061,0.7671410090556274,0.258974358974359,0.29949874686716793,0.7044270833333334
6175,2019-09-30,WRK,qValue,Consumer Cyclical,Packaging & Containers,5 - Large,0.09419354838709677,0.9797979797979798,0.4372574385510996,0.5153846153846153,0.5614035087719298,0.4596354166666667
6176,2019-09-30,URI,qValue,Industrials,Rental & Leasing Services,5 - Large,0.6309677419354839,0.9772727272727273,0.7606727037516171,0.41794871794871796,0.10902255639097747,0.6588541666666666
6177,2019-09-30,KR,qValue,Consumer Defensive,Grocery Stores,5 - Large,0.42451612903225805,0.9747474747474747,0.6313065976714101,0.5269230769230769,0.8646616541353384,0.22135416666666666
6178,2019-09-30,ET,qValue,Energy,Oil & Gas Midstream,5 - Large,0.29161290322580646,0.9734848484848485,0.0,0.36025641025641025,0.9711779448621554,0.4309895833333333
6179,2019-09-30,ET,qSentiment,Energy,Oil & Gas Midstream,5 - Large,0.29161290322580646,0.9734848484848485,0.0,0.36025641025641025,0.9711779448621554,0.4309895833333333
6180,2019-09-30,FL,qValue,Consumer Cyclical,Footwear & Accessories,5 - Large,0.18193548387096775,0.9722222222222222,0.6830530401034929,0.08333333333333333,0.5488721804511278,0.46875
6181,2019-09-30,BBBY,qValue,Consumer Cyclical,Specialty Retail,5 - Large,0.11096774193548387,0.9709595959595959,0.1423027166882277,0.005128205128205128,0.9411027568922306,0.05859375
6182,2019-09-30,BBBY,qSentiment,Consumer Cyclical,Specialty Retail,5 - Large,0.11096774193548387,0.9709595959595959,0.1423027166882277,0.005128205128205128,0.9411027568922306,0.05859375
6183,2019-09-30,JWN,qValue,Consumer Cyclical,Department Stores,5 - Large,0.08258064516129032,0.9696969696969697,0.8033635187580854,0.12179487179487179,0.47117794486215536,0.3359375
6184,2019-09-30,PBI,qValue,Industrials,Business Equipment & Supplies,5 - Large,0.3058064516129032,0.9684343434343434,0.5239327296248383,0.13205128205128205,0.9661654135338346,0.08854166666666667
6185,2019-09-30,PBI,qSentiment,Industrials,Business Equipment & Supplies,5 - Large,0.3058064516129032,0.9684343434343434,0.5239327296248383,0.13205128205128205,0.9661654135338346,0.08854166666666667
6186,2019-09-30,CAR,qValue,Industrials,Rental & Leasing Services,5 - Large,0.36516129032258066,0.9671717171717171,0.5912031047865459,0.041025641025641026,0.48245614035087714,0.14192708333333334
