,date,ticker,mfp,sector,industry,scalemarketcap,qMO,qValue,qQuality,qLV,qSentiment,qGrowth,Weight
4921,4/30/2020,VRTX,qMO,Healthcare,Biotechnology,Large,0.98,0.17,0.94,0.8,0.11,0.68,0.02
4922,4/30/2020,AEM,qMO,Basic Materials,Gold,Large,0.98,0.54,0.63,0.52,0.27,0.71,0.02
4923,4/30/2020,WST,qMO,Healthcare,Medical Instruments & Supplies,Large,0.98,0.16,0.8,0.84,0.07,0.9,0.02
4924,4/30/2020,AMT,qMO,Real Estate,REIT - Specialty,Large,0.97,0.21,0.34,0.71,0.1,0.56,0.02
4925,4/30/2020,CCI,qMO,Real Estate,REIT - Specialty,Large,0.97,0.26,0.24,0.73,0.2,0.55,0.02
4926,4/30/2020,ALNY,qMO,Healthcare,Biotechnology,Large,0.97,0.15,0,0.61,0.08,0.68,0.02
4927,4/30/2020,DPZ,qMO,Consumer Cyclical,Restaurants,Large,0.97,0.15,0.22,0.49,0.08,0.88,0.02
4928,4/30/2020,AMD,qMO,Technology,Semiconductors,Large,0.97,0.03,0.51,0.1,0.39,0.44,0.02
4929,4/30/2020,BIO,qMO,Healthcare,Medical Devices,Large,0.97,0.7,0.57,0.69,0.01,0.87,0.02
4930,4/30/2020,TW,qMO,Financial Services,Capital Markets,Large,0.97,0.05,0.39,0.76,0.52,0.28,0.02
4931,4/30/2020,AMZN,qMO,Technology,Internet Retail,Large,0.96,0.14,0.87,0.9,0.16,0.73,0.02
4932,4/30/2020,INCY,qMO,Healthcare,Biotechnology,Large,0.96,0.27,0.96,0.79,0.18,0.92,0.02
4933,4/30/2020,WMT,qMO,Consumer Defensive,Discount Stores,Large,0.96,0.72,0.54,0.98,0.36,0.59,0.02
4934,4/30/2020,WMT,qLV,Consumer Defensive,Discount Stores,Large,0.96,0.72,0.54,0.98,0.36,0.59,0.02
4935,4/30/2020,AU,qMO,Basic Materials,Gold,Large,0.96,0.63,0.28,0.2,0.55,0.01,0.02
4936,4/30/2020,ODFL,qMO,Industrials,Trucking,Large,0.96,0.59,0.94,0.58,0.2,0.53,0.02
4937,4/30/2020,CVNA,qMO,Technology,Internet Retail,Large,0.96,0.04,0.17,0.01,0.07,0.95,0.02
4938,4/30/2020,CTXS,qMO,Technology,Software - Application,Large,0.95,0.28,0.91,0.72,0.44,0.41,0.02
4939,4/30/2020,CTXS,qQuality,Technology,Software - Application,Large,0.95,0.28,0.91,0.72,0.44,0.41,0.02
4940,4/30/2020,RDY,qMO,Healthcare,Drug Manufacturers - Specialty & Generic,Large,0.95,0.99,0.82,0.87,0.42,0.29,0.02
4941,4/30/2020,RDY,qValue,Healthcare,Drug Manufacturers - Specialty & Generic,Large,0.95,0.99,0.82,0.87,0.42,0.29,0.02
4942,4/30/2020,CNC,qMO,Healthcare,Healthcare Plans,Large,0.95,0.48,0.08,0.18,0.34,0.04,0.02
4943,4/30/2020,DOCU,qMO,Technology,Software - Application,Large,0.95,0.04,0.1,0.39,0.21,0.31,0.02
4944,4/30/2020,OKTA,qMO,Technology,Software - Infrastructure,Large,0.95,0.01,0.05,0.32,0.1,0.98,0.02
4945,4/30/2020,OKTA,qGrowth,Technology,Software - Infrastructure,Large,0.95,0.01,0.05,0.32,0.1,0.98,0.02
4946,4/30/2020,AMGN,qMO,Healthcare,Drug Manufacturers - General,Large,0.94,0.56,0.89,0.9,0.1,0.2,0.02
4947,4/30/2020,CLX,qMO,Consumer Defensive,Household & Personal Products,Large,0.94,0.43,0.79,0.83,0.28,0.33,0.02
4948,4/30/2020,LLY,qMO,Healthcare,Drug Manufacturers - General,Large,0.94,0.38,0.83,0.93,0.21,0.35,0.02
4949,4/30/2020,GMAB,qMO,Healthcare,Biotechnology,Large,0.94,0.88,0.61,0.75,0.82,,0.02
4950,4/30/2020,TYL,qMO,Technology,Software - Application,Large,0.94,0.11,0.89,0.82,0.09,0.86,0.02
4951,5/31/2020,AGN,qMO,Healthcare,Drug Manufacturers - General,Large,0.93,0.59,0.41,0.87,0.41,0.35,0.02
4952,5/31/2020,ATVI,qMO,Technology,Electronic Gaming & Multimedia,Large,0.96,0.17,0.73,0.76,0.43,0.09,0.02
4953,5/31/2020,CMG,qMO,Consumer Cyclical,Restaurants,Large,0.99,0.18,0.77,0.36,0,0.92,0.02
4954,5/31/2020,CMG,qQuality,Consumer Cyclical,Restaurants,Large,0.99,0.18,0.77,0.36,0,0.92,0.02
4955,5/31/2020,EA,qMO,Technology,Electronic Gaming & Multimedia,Large,0.84,0.46,0.87,0.8,0.56,0.95,0.02
4956,5/31/2020,EA,qGrowth,Technology,Electronic Gaming & Multimedia,Large,0.84,0.46,0.87,0.8,0.56,0.95,0.02
4957,5/31/2020,ILMN,qMO,Healthcare,Diagnostics & Research,Large,0.94,0.16,0.84,0.68,0.02,0.57,0.02
4958,5/31/2020,META,qMO,Technology,Internet Content & Information,Large,0.94,0.27,1,0.76,0.09,0.89,0.02
4959,5/31/2020,META,qQuality,Technology,Internet Content & Information,Large,0.94,0.27,1,0.76,0.09,0.89,0.02
4960,5/31/2020,META,qGrowth,Technology,Internet Content & Information,Large,0.94,0.27,1,0.76,0.09,0.89,0.02
4961,5/31/2020,NFLX,qMO,Consumer Cyclical,Entertainment,Large,0.92,0.09,0.28,0.69,0.06,0.78,0.02
4962,5/31/2020,NFLX,qGrowth,Consumer Cyclical,Entertainment,Large,0.92,0.09,0.28,0.69,0.06,0.78,0.02
4963,5/31/2020,NVDA,qMO,Technology,Semiconductors,Large,0.99,0.05,0.98,0.14,0.21,0.82,0.02
4964,5/31/2020,NVDA,qQuality,Technology,Semiconductors,Large,0.99,0.05,0.98,0.14,0.21,0.82,0.02
4965,5/31/2020,FTNT,qMO,Technology,Software - Infrastructure,Large,1,0.17,1,0.26,0.46,0.88,0.02
4966,5/31/2020,FTNT,qQuality,Technology,Software - Infrastructure,Large,1,0.17,1,0.26,0.46,0.88,0.02
4967,5/31/2020,DXCM,qMO,Healthcare,Diagnostics & Research,Large,1,0.06,0.52,0.29,0.2,0.77,0.02
4968,5/31/2020,SHOP,qMO,Technology,Software - Application,Large,1,0.02,0.03,0.13,0.27,0.71,0.02
4969,5/31/2020,SE,qMO,Technology,Electronic Gaming & Multimedia,Large,1,0.02,0.06,0.23,0.12,0.35,0.02
4970,5/31/2020,SGEN,qMO,Healthcare,Biotechnology,Large,0.99,0.08,0.01,0.66,0.21,0.99,0.02
4971,5/31/2020,SGEN,qGrowth,Healthcare,Biotechnology,Large,0.99,0.08,0.01,0.66,0.21,0.99,0.02
4972,5/31/2020,ZTO,qMO,Industrials,Integrated Freight & Logistics,Large,0.99,0.95,0.83,0.95,0.58,0.88,0.02
4973,5/31/2020,ZTO,qValue,Industrials,Integrated Freight & Logistics,Large,0.99,0.95,0.83,0.95,0.58,0.88,0.02
4974,5/31/2020,WST,qMO,Healthcare,Medical Instruments & Supplies,Large,0.99,0.18,0.82,0.8,0.13,0.86,0.02
4975,5/31/2020,TWLO,qMO,Technology,Internet Content & Information,Large,0.99,0.02,0.04,0.16,0.01,0.73,0.02
4976,5/31/2020,OKTA,qMO,Technology,Software - Infrastructure,Large,0.99,0.02,0.06,0.38,0.06,0.98,0.02
4977,5/31/2020,OKTA,qGrowth,Technology,Software - Infrastructure,Large,0.99,0.02,0.06,0.38,0.06,0.98,0.02
4978,5/31/2020,TSLA,qMO,Consumer Cyclical,Auto Manufacturers,Large,0.98,0.13,0.38,0.09,0.6,0.56,0.02
4979,5/31/2020,MSCI,qMO,Financial Services,Financial Data & Stock Exchanges,Large,0.98,0,0.15,0.33,0.11,0.7,0.02
4980,5/31/2020,PYPL,qMO,Financial Services,Credit Services,Large,0.98,0.05,0.44,0.4,0.09,0.38,0.02
4981,5/31/2020,BURL,qMO,Consumer Cyclical,Apparel Retail,Large,0.98,0.4,0.29,0.08,0.04,0.07,0.02
4982,5/31/2020,DOCU,qMO,Technology,Software - Application,Large,0.98,0.05,0.1,0.45,0.11,0.56,0.02
4983,5/31/2020,PDD,qMO,Technology,Internet Retail,Large,0.98,0.24,0.4,0.58,0.17,0.85,0.02
4984,5/31/2020,TW,qMO,Financial Services,Capital Markets,Large,0.98,0.06,0.38,0.76,0.33,0.29,0.02
4985,5/31/2020,NEM,qMO,Basic Materials,Gold,Large,0.97,0.72,0.59,0.71,0.45,0.99,0.02
4986,5/31/2020,NEM,qGrowth,Basic Materials,Gold,Large,0.97,0.72,0.59,0.71,0.45,0.99,0.02
4987,5/31/2020,VRTX,qMO,Healthcare,Biotechnology,Large,0.97,0.24,0.98,0.8,0.09,0.84,0.02
4988,5/31/2020,VRTX,qQuality,Healthcare,Biotechnology,Large,0.97,0.24,0.98,0.8,0.09,0.84,0.02
4989,5/31/2020,WPM,qMO,Basic Materials,Gold,Large,0.97,0.19,0.73,0.76,0.6,0.47,0.02
4990,5/31/2020,JD,qMO,Technology,Internet Retail,Large,0.97,0.66,0.68,0.75,0.3,0.94,0.02
4991,5/31/2020,LULU,qMO,Consumer Cyclical,Apparel Retail,Large,0.97,0.2,0.86,0.29,0.01,0.77,0.02
4992,5/31/2020,GMAB,qMO,Healthcare,Biotechnology,Large,0.97,0.89,0.92,0.72,0.59,,0.02
4993,5/31/2020,MKTX,qMO,Financial Services,Capital Markets,Large,0.97,0,0.52,0.42,0.03,0.97,0.02
4994,5/31/2020,MKTX,qGrowth,Financial Services,Capital Markets,Large,0.97,0,0.52,0.42,0.03,0.97,0.02
4995,5/31/2020,GOLD,qMO,Basic Materials,Gold,Large,0.96,0.8,0.58,0.6,0.74,0.72,0.02
4996,5/31/2020,LOW,qMO,Consumer Cyclical,Home Improvement Retail,Large,0.96,0.77,0.65,0.36,0.16,0.93,0.02
4997,5/31/2020,NTES,qMO,Technology,Internet Content & Information,Large,0.96,0.57,0.93,0.86,0.32,0.68,0.02
4998,5/31/2020,NTES,qQuality,Technology,Internet Content & Information,Large,0.96,0.57,0.93,0.86,0.32,0.68,0.02
4999,5/31/2020,SPLK,qMO,Technology,Software - Infrastructure,Large,0.96,0.01,0.07,0.12,0.04,0.6,0.02
5000,5/31/2020,TGT,qMO,Consumer Defensive,Discount Stores,Large,0.96,0.87,0.77,0.59,0.3,0.75,0.02
5001,5/31/2020,DG,qMO,Consumer Defensive,Discount Stores,Large,0.95,0.65,0.75,0.88,0.28,0.96,0.02
5002,5/31/2020,DG,qGrowth,Consumer Defensive,Discount Stores,Large,0.95,0.65,0.75,0.88,0.28,0.96,0.02
5003,5/31/2020,ROK,qMO,Industrials,Specialty Industrial Machinery,Large,0.95,0.5,0.91,0.22,0.07,0.46,0.02
5004,5/31/2020,SPGI,qMO,Financial Services,Financial Data & Stock Exchanges,Large,0.95,0.01,0.24,0.51,0.08,0.95,0.02
5005,5/31/2020,SPGI,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.95,0.01,0.24,0.51,0.08,0.95,0.02
5006,5/31/2020,ODFL,qMO,Industrials,Trucking,Large,0.95,0.56,0.95,0.62,0.18,0.47,0.02
5007,5/31/2020,TAL,qMO,Consumer Defensive,Education & Training Services,Large,0.95,0.13,0.21,0.55,0.61,0.4,0.02
5008,5/31/2020,SPOT,qMO,Technology,Internet Content & Information,Large,0.95,0.08,0.48,0.63,0.03,0.37,0.02
5009,5/31/2020,FICO,qMO,Technology,Software - Application,Large,0.95,0.15,0.79,0.1,0.02,1,0.02
5010,5/31/2020,FICO,qGrowth,Technology,Software - Application,Large,0.95,0.15,0.79,0.1,0.02,1,0.02
5011,5/31/2020,BBY,qMO,Consumer Cyclical,Specialty Retail,Large,0.94,0.93,0.93,0.16,0.41,0.79,0.02
5012,5/31/2020,LBRDA,qMO,Consumer Cyclical,Entertainment,Large,0.94,0.17,0.1,0.9,0.37,0.9,0.02
5013,5/31/2020,TEAM,qMO,Technology,Software - Application,Large,0.94,0.07,0.41,0.78,0.13,0.74,0.02
5014,5/31/2020,SQ,qMO,Technology,Software - Infrastructure,Large,0.94,0.09,0.63,0.06,0.22,0.74,0.02
5015,5/31/2020,BIO,qMO,Healthcare,Medical Devices,Large,0.94,0.66,0.56,0.74,0.04,0.88,0.02
5016,5/31/2020,BF.B,qMO,Consumer Defensive,Beverages - Wineries & Distilleries,Large,0.93,0.24,0.65,0.86,0.61,0.6,0.02
5017,5/31/2020,KSU,qMO,Industrials,Railroads,Large,0.93,0.64,0.72,0.2,0.1,0.63,0.02
5018,6/30/2020,AMAT,qMO,Technology,Semiconductor Equipment & Materials,Large,0.83,0.45,0.77,0.14,0.66,0.24,0.02
5019,6/30/2020,ATVI,qMO,Technology,Electronic Gaming & Multimedia,Large,0.86,0.17,0.73,0.8,0.51,0.1,0.02
5020,6/30/2020,META,qMO,Technology,Internet Content & Information,Large,0.96,0.27,1,0.75,0.16,0.9,0.02
5021,6/30/2020,META,qQuality,Technology,Internet Content & Information,Large,0.96,0.27,1,0.75,0.16,0.9,0.02
5022,6/30/2020,META,qGrowth,Technology,Internet Content & Information,Large,0.96,0.27,1,0.75,0.16,0.9,0.02
5023,6/30/2020,NVDA,qMO,Technology,Semiconductors,Large,0.9,0.05,0.98,0.16,0.5,0.83,0.02
5024,6/30/2020,NVDA,qQuality,Technology,Semiconductors,Large,0.9,0.05,0.98,0.16,0.5,0.83,0.02
5025,6/30/2020,NXPI,qMO,Technology,Semiconductors,Large,0.81,0.33,0.8,0.09,0.28,0.05,0.02
5026,6/30/2020,URI,qMO,Industrials,Rental & Leasing Services,Large,1,0.95,0.84,0.06,0.16,0.81,0.02
5027,6/30/2020,URI,qValue,Industrials,Rental & Leasing Services,Large,1,0.95,0.84,0.06,0.16,0.81,0.02
5028,6/30/2020,KKR,qMO,Financial Services,Asset Management,Large,1,0.17,0.03,0.27,0.84,0.17,0.02
5029,6/30/2020,ZTO,qMO,Industrials,Integrated Freight & Logistics,Large,1,0.94,0.83,0.94,0.71,0.88,0.02
5030,6/30/2020,SE,qMO,Technology,Electronic Gaming & Multimedia,Large,1,0.01,0.06,0.25,0.09,0.35,0.02
5031,6/30/2020,AAPL,qMO,Technology,Consumer Electronics,Large,0.99,0.23,0.94,0.65,0.37,0.69,0.02
5032,6/30/2020,AAPL,qQuality,Technology,Consumer Electronics,Large,0.99,0.23,0.94,0.65,0.37,0.69,0.02
5033,6/30/2020,TMUS,qMO,Communication Services,Telecom Services,Large,0.99,0.57,0.52,0.81,0.46,0.76,0.02
5034,6/30/2020,SMICY,qMO,Technology,Semiconductors,Large,0.99,0.28,0.4,0.33,0.53,0.82,0.02
5035,6/30/2020,SRPT,qMO,Healthcare,Biotechnology,Large,0.99,0.38,0.33,0.23,0.14,0.72,0.02
5036,6/30/2020,CVNA,qMO,Technology,Internet Retail,Large,0.99,0.03,0.17,0.02,0.15,0.97,0.02
5037,6/30/2020,CVNA,qGrowth,Technology,Internet Retail,Large,0.99,0.03,0.17,0.02,0.15,0.97,0.02
5038,6/30/2020,TTD,qMO,Technology,Software - Application,Large,0.99,0.06,0.46,0.02,0.48,0.95,0.02
5039,6/30/2020,TTD,qGrowth,Technology,Software - Application,Large,0.99,0.06,0.46,0.02,0.48,0.95,0.02
5040,6/30/2020,CRWD,qMO,Technology,Software - Infrastructure,Large,0.99,0.04,0.12,0.17,0.34,0.01,0.02
5041,6/30/2020,NRG,qMO,Utilities,Utilities - Independent Power Producers,Large,0.98,0.91,0.48,0.41,0.85,0.98,0.02
5042,6/30/2020,NRG,qGrowth,Utilities,Utilities - Independent Power Producers,Large,0.98,0.91,0.48,0.41,0.85,0.98,0.02
5043,6/30/2020,ALNY,qMO,Healthcare,Biotechnology,Large,0.98,0.15,0,0.67,0.07,0.6,0.02
5044,6/30/2020,CSGP,qMO,Real Estate,Real Estate Services,Large,0.98,0.17,0.33,0.62,0.57,0.8,0.02
5045,6/30/2020,SGEN,qMO,Healthcare,Biotechnology,Large,0.98,0.07,0.01,0.65,0.12,0.99,0.02
5046,6/30/2020,SGEN,qGrowth,Healthcare,Biotechnology,Large,0.98,0.07,0.01,0.65,0.12,0.99,0.02
5047,6/30/2020,SPOT,qMO,Technology,Internet Content & Information,Large,0.98,0.08,0.49,0.54,0.01,0.37,0.02
5048,6/30/2020,NBIX,qMO,Healthcare,Biotechnology,Large,0.98,0.23,0.85,0.6,0.25,0.8,0.02
5049,6/30/2020,DOCU,qMO,Technology,Software - Application,Large,0.98,0.05,0.12,0.55,0.06,0.69,0.02
5050,6/30/2020,PAYC,qMO,Technology,Software - Application,Large,0.98,0.09,0.94,0.05,0.06,0.9,0.02
5051,6/30/2020,BMRN,qMO,Healthcare,Biotechnology,Large,0.97,0.15,0.12,0.59,0.12,0.73,0.02
5052,6/30/2020,LEN,qMO,Consumer Cyclical,Residential Construction,Large,0.97,0.93,0.5,0.07,0.63,0.88,0.02
5053,6/30/2020,NKE,qMO,Consumer Cyclical,Footwear & Accessories,Large,0.97,0.53,0.74,0.77,0.43,0.4,0.02
5054,6/30/2020,EDU,qMO,Consumer Defensive,Education & Training Services,Large,0.97,0.43,0.88,0.82,0.44,0.87,0.02
5055,6/30/2020,SNAP,qMO,Technology,Internet Content & Information,Large,0.97,0,0.01,0.1,0.7,0.42,0.02
5056,6/30/2020,TER,qMO,Technology,Semiconductor Equipment & Materials,Large,0.97,0.39,0.89,0.13,0.27,0.88,0.02
5057,6/30/2020,TW,qMO,Financial Services,Capital Markets,Large,0.97,0.07,0.38,0.76,0.56,0.3,0.02
5058,6/30/2020,ABB,qMO,Industrials,Electrical Equipment & Parts,Large,0.96,0.65,0.5,0.84,0.93,0.16,0.02
5059,6/30/2020,PHM,qMO,Consumer Cyclical,Residential Construction,Large,0.96,0.95,0.56,0.21,0.74,0.41,0.02
5060,6/30/2020,PHM,qValue,Consumer Cyclical,Residential Construction,Large,0.96,0.95,0.56,0.21,0.74,0.41,0.02
5061,6/30/2020,DXCM,qMO,Healthcare,Diagnostics & Research,Large,0.96,0.06,0.52,0.3,0.3,0.76,0.02
5062,6/30/2020,ODFL,qMO,Industrials,Trucking,Large,0.96,0.57,0.95,0.63,0.42,0.48,0.02
5063,6/30/2020,MKTX,qMO,Financial Services,Capital Markets,Large,0.96,0,0.52,0.54,0.06,0.97,0.02
5064,6/30/2020,MKTX,qGrowth,Financial Services,Capital Markets,Large,0.96,0,0.52,0.54,0.06,0.97,0.02
5065,6/30/2020,RNR,qMO,Financial Services,Insurance - Reinsurance,Large,0.96,0.24,0.27,0.07,0.02,0.91,0.02
5066,6/30/2020,EFX,qMO,Industrials,Consulting Services,Large,0.95,0.16,0.28,0.69,0.36,0.11,0.02
5067,6/30/2020,TSLA,qMO,Consumer Cyclical,Auto Manufacturers,Large,0.95,0.13,0.39,0.1,0.37,0.56,0.02
5068,6/30/2020,PYPL,qMO,Financial Services,Credit Services,Large,0.95,0.04,0.45,0.43,0.15,0.39,0.02
5069,6/30/2020,TAL,qMO,Consumer Defensive,Education & Training Services,Large,0.95,0.15,0.3,0.57,0.6,0.76,0.02
5070,6/30/2020,SQ,qMO,Technology,Software - Infrastructure,Large,0.95,0.09,0.64,0.06,0.15,0.73,0.02
5071,6/30/2020,W,qMO,Technology,Internet Retail,Large,0.95,0.08,0.18,0.21,0.05,0.74,0.02
5072,6/30/2020,PDD,qMO,Technology,Internet Retail,Large,0.95,0.22,0.4,0.6,0.13,0.85,0.02
5073,6/30/2020,ADBE,qMO,Technology,Software - Infrastructure,Large,0.94,0.09,0.98,0.63,0.02,0.93,0.02
5074,6/30/2020,ADBE,qQuality,Technology,Software - Infrastructure,Large,0.94,0.09,0.98,0.63,0.02,0.93,0.02
5075,6/30/2020,AMT,qMO,Real Estate,REIT - Specialty,Large,0.94,0.23,0.33,0.71,0.2,0.59,0.02
5076,6/30/2020,BBY,qMO,Consumer Cyclical,Specialty Retail,Large,0.94,0.92,0.93,0.2,0.49,0.7,0.02
5077,6/30/2020,DHI,qMO,Consumer Cyclical,Residential Construction,Large,0.94,0.73,0.41,0.15,0.65,0.97,0.02
5078,6/30/2020,DHI,qGrowth,Consumer Cyclical,Residential Construction,Large,0.94,0.73,0.41,0.15,0.65,0.97,0.02
5079,6/30/2020,FAST,qMO,Industrials,Industrial Distribution,Large,0.94,0.46,0.8,0.58,0.89,0.69,0.02
5080,6/30/2020,GMAB,qMO,Healthcare,Biotechnology,Large,0.94,0.89,0.92,0.68,0.68,,0.02
5081,7/31/2020,CMG,qMO,Consumer Cyclical,Restaurants,Large,0.78,0.17,0.74,0.37,0.01,0.71,0.02
5082,7/31/2020,EA,qMO,Technology,Electronic Gaming & Multimedia,Large,0.77,0.45,0.85,0.82,0.48,0.95,0.02
5083,7/31/2020,EA,qGrowth,Technology,Electronic Gaming & Multimedia,Large,0.77,0.45,0.85,0.82,0.48,0.95,0.02
5084,7/31/2020,NFLX,qMO,Consumer Cyclical,Entertainment,Large,0.78,0.11,0.32,0.68,0.01,0.73,0.02
5085,7/31/2020,NVDA,qMO,Technology,Semiconductors,Large,0.8,0.06,0.98,0.17,0.43,0.85,0.02
5086,7/31/2020,NVDA,qQuality,Technology,Semiconductors,Large,0.8,0.06,0.98,0.17,0.43,0.85,0.02
5087,7/31/2020,PCAR,qMO,Industrials,Farm & Heavy Construction Machinery,Large,0.96,0.92,0.53,0.83,0.39,0.25,0.02
5088,7/31/2020,WPM,qMO,Basic Materials,Gold,Large,1,0.18,0.75,0.73,0.3,0.51,0.02
5089,7/31/2020,AU,qMO,Basic Materials,Gold,Large,1,0.6,0.3,0.23,0.49,0.02,0.02
5090,7/31/2020,ODFL,qMO,Industrials,Trucking,Large,1,0.57,0.94,0.64,0.22,0.52,0.02
5091,7/31/2020,TAL,qMO,Consumer Defensive,Education & Training Services,Large,1,0.15,0.63,0.56,0.44,0.78,0.02
5092,7/31/2020,ABB,qMO,Industrials,Electrical Equipment & Parts,Large,0.99,0.69,0.58,0.83,0.83,0.78,0.02
5093,7/31/2020,JBHT,qMO,Industrials,Integrated Freight & Logistics,Large,0.99,0.74,0.82,0.62,0.26,0.53,0.02
5094,7/31/2020,TSCO,qMO,Consumer Cyclical,Specialty Retail,Large,0.99,0.67,0.76,0.67,0.26,0.85,0.02
5095,7/31/2020,TSLA,qMO,Consumer Cyclical,Auto Manufacturers,Large,0.99,0.13,0.43,0.09,0.16,0.12,0.02
5096,7/31/2020,MSCI,qMO,Financial Services,Financial Data & Stock Exchanges,Large,0.99,0,0.17,0.33,0.04,0.79,0.02
5097,7/31/2020,BGNE,qMO,Healthcare,Biotechnology,Large,0.99,0.11,0.01,0.5,0.01,1,0.02
5098,7/31/2020,BGNE,qGrowth,Healthcare,Biotechnology,Large,0.99,0.11,0.01,0.5,0.01,1,0.02
5099,7/31/2020,SPOT,qMO,Technology,Internet Content & Information,Large,0.99,0.08,0.43,0.48,0.08,0.25,0.02
5100,7/31/2020,TSM,qMO,Technology,Semiconductors,Large,0.98,0.63,1,0.83,0.13,0.81,0.02
5101,7/31/2020,TSM,qQuality,Technology,Semiconductors,Large,0.98,0.63,1,0.83,0.13,0.81,0.02
5102,7/31/2020,URI,qMO,Industrials,Rental & Leasing Services,Large,0.98,0.96,0.85,0.06,0.16,0.74,0.02
5103,7/31/2020,URI,qValue,Industrials,Rental & Leasing Services,Large,0.98,0.96,0.85,0.06,0.16,0.74,0.02
5104,7/31/2020,AMD,qMO,Technology,Semiconductors,Large,0.98,0.04,0.65,0.15,0.08,0.67,0.02
5105,7/31/2020,PKI,qMO,Healthcare,Diagnostics & Research,Large,0.98,0.4,0.42,0.77,0.15,0.62,0.02
5106,7/31/2020,BRO,qMO,Financial Services,Insurance Brokers,Large,0.98,0.12,0.43,0.73,0.57,0.9,0.02
5107,7/31/2020,RNR,qMO,Financial Services,Insurance - Reinsurance,Large,0.98,0.3,0.27,0.08,0.02,0.99,0.02
5108,7/31/2020,RNR,qGrowth,Financial Services,Insurance - Reinsurance,Large,0.98,0.3,0.27,0.08,0.02,0.99,0.02
5109,7/31/2020,AAPL,qMO,Technology,Consumer Electronics,Large,0.97,0.22,0.95,0.62,0.38,0.85,0.02
5110,7/31/2020,AAPL,qQuality,Technology,Consumer Electronics,Large,0.97,0.22,0.95,0.62,0.38,0.85,0.02
5111,7/31/2020,AWK,qMO,Utilities,Utilities - Regulated Water,Large,0.97,0.62,0.54,0.67,0.16,0.58,0.02
5112,7/31/2020,DHI,qMO,Consumer Cyclical,Residential Construction,Large,0.97,0.77,0.46,0.16,0.31,0.97,0.02
5113,7/31/2020,DHI,qGrowth,Consumer Cyclical,Residential Construction,Large,0.97,0.77,0.46,0.16,0.31,0.97,0.02
5114,7/31/2020,PHM,qMO,Consumer Cyclical,Residential Construction,Large,0.97,0.96,0.73,0.21,0.3,0.77,0.02
5115,7/31/2020,PHM,qValue,Consumer Cyclical,Residential Construction,Large,0.97,0.96,0.73,0.21,0.3,0.77,0.02
5116,7/31/2020,PHM,qGrowth,Consumer Cyclical,Residential Construction,Large,0.97,0.96,0.73,0.21,0.3,0.77,0.02
5117,7/31/2020,STM,qMO,Technology,Semiconductors,Large,0.97,0.52,0.86,0.31,0.72,0.47,0.02
5118,7/31/2020,YNDX,qMO,Technology,Internet Content & Information,Large,0.97,0.66,0.68,0.51,0.41,0.25,0.02
5119,7/31/2020,MELI,qMO,Technology,Internet Retail,Large,0.97,0.06,0.11,0.28,0,0.8,0.02
5120,7/31/2020,APD,qMO,Basic Materials,Chemicals,Large,0.96,0.46,0.76,0.7,0.04,0.55,0.02
5121,7/31/2020,CHD,qMO,Consumer Defensive,Household & Personal Products,Large,0.96,0.41,0.9,0.88,0.27,0.91,0.02
5122,7/31/2020,NEE,qMO,Utilities,Utilities - Regulated Electric,Large,0.96,0.52,0.55,0.81,0.35,0.73,0.02
5123,7/31/2020,TMO,qMO,Healthcare,Diagnostics & Research,Large,0.96,0.35,0.53,0.94,0.04,0.61,0.02
5124,7/31/2020,UPS,qMO,Industrials,Integrated Freight & Logistics,Large,0.96,0.79,0.69,0.87,0.12,0.41,0.02
5125,7/31/2020,UPS,qLV,Industrials,Integrated Freight & Logistics,Large,0.96,0.79,0.69,0.87,0.12,0.41,0.02
5126,7/31/2020,EDU,qMO,Consumer Defensive,Education & Training Services,Large,0.96,0.41,0.87,0.81,0.28,0.86,0.02
5127,7/31/2020,AMZN,qMO,Technology,Internet Retail,Large,0.95,0.16,0.89,0.88,0.29,0.94,0.02
5128,7/31/2020,AMZN,qGrowth,Technology,Internet Retail,Large,0.95,0.16,0.89,0.88,0.29,0.94,0.02
5129,7/31/2020,CTAS,qMO,Industrials,Specialty Business Services,Large,0.95,0.51,0.78,0.34,0.04,0.6,0.02
5130,7/31/2020,ERIC,qMO,Technology,Communication Equipment,Large,0.95,0.67,0.5,0.64,0.76,0.38,0.02
5131,7/31/2020,ERIC,qSentiment,Technology,Communication Equipment,Large,0.95,0.67,0.5,0.64,0.76,0.38,0.02
5132,7/31/2020,FCX,qMO,Basic Materials,Copper,Large,0.95,0.57,0.06,0.01,0.92,0.02,0.02
5133,7/31/2020,SCCO,qMO,Basic Materials,Copper,Large,0.95,0.71,0.66,0.52,0.58,0.39,0.02
5134,7/31/2020,GMAB,qMO,Healthcare,Biotechnology,Large,0.95,0.9,0.91,0.69,0.85,0.99,0.02
5135,7/31/2020,GMAB,qGrowth,Healthcare,Biotechnology,Large,0.95,0.9,0.91,0.69,0.85,0.99,0.02
5136,7/31/2020,ROL,qMO,Consumer Cyclical,Personal Services,Large,0.95,0.29,0.96,0.89,0.59,0.8,0.02
5137,7/31/2020,DVA,qMO,Healthcare,Medical Care Facilities,Large,0.94,0.87,0.76,0.53,0.34,0.99,0.02
5138,7/31/2020,DVA,qGrowth,Healthcare,Medical Care Facilities,Large,0.94,0.87,0.76,0.53,0.34,0.99,0.02
